Fiscal Year 2016	A-1	A-2	A-3	B-1	B-1,2	B-2	B-1,2/BCC	B-1,2/BCV	C-1	C-1/D	C-2	C-3	CW-1	CW-2	D	E-1	E-2	E-2C	E-3	E-3D	E-3R	F-1	F-2	F-3	G-1	G-2	G-3	G-4	G-5	H-1B	H-1B1	H-1C	H-2A	H-2B	H-3	H-4	I	J-1	J-2	K-1	K-2	K-3	K-4	L-1	L-2	M-1	M-2	M-3	NATO-1	NATO-2	NATO-3	NATO-4	NATO-5	NATO-6	NATO-7	N-8	N-9	O-1	O-2	O-3	P-1	P-2	P-3	P-4	Q-1	R-1	R-2	S-5	S-6	S-7	TN	TD	T-1	T-2	T-3	T-4	T-5	T-6	U-1	U-2	U-3	U-4	U-5	Total Visas	BCC	Grand Total	
Vatican City	4	16	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	26	
																																																																																							
Totals for Europe	2,445	19,538	55	7,832	659,175	4,828	0	0	803	100,305	0	298	15	5	239	2,670	18,469	5	0	255	0	61,726	2,232	0	1,180	3,806	323	6,650	55	11,450	0	0	504	4,533	331	4,577	7,012	165,027	8,073	6,744	659	10	1	23,657	19,919	2,479	102	0	10	4,926	2	162	42	521	1	1	2	9,265	3,975	2,413	10,639	59	2,483	404	1,161	815	279	0	0	0	0	202	0	0	2	0	0	0	8	0	7	2	0	1,185,368	0	1,185,368	
																																																																																							
North America																																																																																							
Antigua and Barbuda	6	18	0	0	2,022	515	0	0	6	16	0	28	0	0	0	0	0	0	0	0	0	78	1	0	2	0	0	6	0	10	0	0	0	6	0	0	0	9	0	6	3	0	0	2	4	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,759	0	2,759	
Bahamas, The	31	71	1	2	12,724	6	0	0	7	180	0	30	0	0	0	0	4	0	0	0	0	1,052	25	0	10	11	0	14	0	102	0	0	0	0	3	15	2	55	10	16	1	0	0	25	15	50	2	0	0	0	0	0	0	0	0	0	0	8	0	0	17	0	2	0	0	6	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14,500	0	14,500	
Barbados	10	49	0	7	8,697	2,116	0	0	12	58	0	34	0	0	0	0	0	0	0	0	0	162	2	0	2	4	0	33	0	32	0	0	0	14	0	8	8	37	2	6	1	0	0	7	4	6	0	0	0	0	0	0	0	0	0	0	0	7	6	0	36	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11,362	0	11,362	
Belize	10	87	0	4	4,126	4	0	0	78	10	0	83	0	0	0	0	0	0	0	0	0	160	2	0	1	0	0	4	0	20	0	0	23	276	0	3	0	43	1	10	2	1	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	40	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	5,016	0	5,016	
Canada	165	99	0	29	501	4	0	0	0	32	0	2	1	0	0	603	3,004	0	0	61	0	365	29	0	32	17	0	518	1	67	0	0	2	4	3	167	26	189	80	1,000	58	0	0	131	249	22	1	0	0	648	0	6	0	4	0	0	0	46	28	37	60	1	9	2	5	32	12	0	0	0	122	45	0	0	0	0	0	0	0	0	0	0	0	8,519	0	8,519	
Costa Rica	38	212	1	15	71,710	6	0	0	72	213	0	111	0	0	1	6	15	0	0	0	0	546	30	0	6	24	0	124	0	96	0	0	116	290	4	53	15	609	48	128	49	2	0	267	219	22	0	0	0	0	0	0	0	0	0	0	0	18	4	1	21	0	0	0	0	14	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	75,116	0	75,116	
Cuba	120	272	0	2,424	2,211	7,583	0	0	10	18	0	2	0	0	6	0	3	0	0	0	0	53	5	0	104	127	0	39	0	3	0	0	0	0	0	7	15	98	22	243	39	1	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	18	31	0	383	1	425	9	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14,291	0	14,291	
Dominica	5	18	0	4	1,149	192	0	0	4	30	0	22	0	0	0	0	0	0	0	0	0	119	2	0	0	1	0	2	0	15	0	0	0	0	0	2	0	13	0	10	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,603	0	1,603	
Dominican Republic	54	478	5	411	136,057	56	0	0	160	368	0	27	0	0	30	0	8	0	0	0	0	865	38	0	34	35	0	86	11	137	0	0	52	181	1	54	228	2,609	35	1,940	634	5	0	58	81	17	0	0	0	0	0	0	0	0	0	1	0	33	54	13	1,383	0	10	67	0	53	35	0	0	0	0	4	0	0	2	0	0	0	3	1	28	0	0	146,442	0	146,442	
El Salvador	26	768	0	446	46,850	82	0	0	155	244	0	304	0	0	0	0	0	0	0	0	0	499	16	0	34	72	1	70	8	63	0	0	61	572	3	26	23	271	19	253	58	1	0	51	52	10	0	0	0	0	0	0	0	0	0	0	0	4	0	0	131	0	0	0	0	33	5	0	0	0	0	5	0	1	16	7	8	6	4	5	189	3	19	51,474	0	51,474	
Grenada	0	25	0	3	1,554	372	0	0	4	50	0	28	0	0	0	0	3	0	0	0	0	64	3	0	3	1	0	4	0	20	0	0	0	0	0	6	3	41	0	7	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,198	0	2,198	
Guatemala	91	661	2	147	52,326	10	0	0	55	149	0	163	0	0	1	0	5	0	0	0	0	502	11	0	16	12	1	85	9	84	0	0	1,680	3,654	9	54	25	262	35	160	41	2	0	50	64	37	9	0	0	0	0	0	0	0	0	0	0	17	4	6	90	1	33	0	1	33	11	0	0	0	0	2	0	4	19	1	6	0	10	14	178	1	2	60,845	0	60,845	
Haiti	124	220	3	12	41,738	10	0	0	149	161	0	216	0	0	0	0	2	0	0	0	0	366	11	0	17	64	0	53	2	8	0	0	65	0	0	2	120	195	9	1,341	257	3	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	11	0	136	0	0	22	0	0	0	0	0	1	0	1	3	0	0	0	1	0	0	0	0	45,330	0	45,330	
Honduras	64	286	3	295	48,177	386	0	0	164	1,483	0	60	0	0	8	15	45	0	0	0	0	716	33	0	8	5	0	49	5	84	0	0	400	828	3	31	28	260	31	300	106	0	0	46	48	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	121	0	5	2	0	20	22	0	0	0	0	3	0	3	21	5	11	0	8	2	209	0	8	54,411	0	54,411	
Jamaica	22	198	2	165	94,458	35	0	0	72	1,104	0	189	0	0	1	0	21	0	0	0	0	1,166	60	0	7	31	0	67	5	143	0	0	4,295	9,570	1	64	18	7,115	272	517	119	2	0	37	34	23	16	0	0	0	0	0	0	0	0	0	0	44	170	7	96	1	86	3	0	18	4	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	120,262	0	120,262	
Mexico	650	3,107	22	4,274	19,802	800	1,060,390	46,333	289	3,735	0	4	1	0	8	1,130	2,621	0	0	7	0	11,678	509	0	140	210	0	916	19	2,540	0	0	123,231	61,128	96	2,161	680	9,204	417	1,786	440	5	1	4,856	6,173	284	27	0	0	6	0	0	0	0	0	0	0	509	855	167	3,838	1	205	122	154	463	59	0	0	0	14,646	8,863	0	6	34	6	5	0	84	48	375	31	28	1,400,179	0	1,400,179	
Nicaragua	22	79	2	147	16,726	31	0	0	362	450	0	113	0	0	0	0	7	0	0	0	0	170	16	0	6	7	0	52	11	22	0	0	388	101	1	8	36	151	6	164	29	0	0	10	14	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	72	0	7	0	0	13	0	0	0	0	0	1	0	0	1	0	0	0	0	0	24	0	0	19,254	0	19,254	
Panama	12	548	0	87	32,125	4	0	0	61	800	0	51	0	0	0	1	10	0	0	0	0	1,079	13	0	10	24	0	33	1	38	0	0	3	75	1	23	28	598	18	41	9	1	0	27	38	61	2	0	0	0	0	0	0	0	0	0	0	9	0	1	75	0	0	8	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	35,925	0	35,925	
Saint Kitts and Nevis	2	25	0	0	1,737	312	0	0	5	4	0	23	0	0	0	0	0	0	0	0	0	65	2	0	2	1	0	8	0	5	0	0	0	0	0	1	2	8	0	2	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,217	0	2,217	
Saint Lucia	4	16	0	15	2,690	581	0	0	15	226	0	6	0	0	0	0	0	0	0	0	0	79	1	0	4	4	0	7	0	16	0	0	0	0	0	4	0	19	2	16	6	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3,722	0	3,722	
Saint Vincent and the Grenadines	9	29	0	118	1,547	241	0	0	16	271	0	25	0	0	1	0	0	0	0	0	0	41	0	0	6	1	0	2	0	8	0	0	0	0	0	1	0	7	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,339	0	2,339	
Trinidad and Tobago	45	115	0	211	29,950	19	0	0	100	216	0	51	0	0	0	0	4	0	0	1	0	424	4	0	13	19	0	123	0	124	0	0	0	0	7	25	10	144	19	65	7	3	0	79	78	38	0	0	0	0	0	0	0	0	0	0	0	15	15	3	136	0	153	2	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	32,225	0	32,225	
																																																																																							
Totals for North America	1,510	7,381	41	8,816	628,877	13,365	1,060,390	46,333	1,796	9,818	0	1,572	2	0	56	1,755	5,752	0	0	69	0	20,249	813	0	457	670	2	2,295	72	3,637	0	0	130,316	76,699	132	2,715	1,267	21,937	1,026	8,015	1,861	26	1	5,658	7,085	598	57	0	0	654	0	6	0	4	0	1	0	738	1,172	237	6,513	5	1,113	215	166	724	162	0	0	0	14,768	8,935	0	15	96	19	30	6	111	71	1,014	36	57	2,109,989	0	2,109,989	
																																																																																						
Oceania																																																																																							
Australia	141	4,661	4	108	12,872	32	0	0	27	2,231	0	296	3	0	5	19	406	0	5,609	3,550	2,026	2,579	70	0	23	65	0	240	0	412	0	0	23	36	5	233	317	5,423	249	426	17	2	0	1,359	1,393	171	19	0	0	0	0	0	0	0	0	0	0	793	270	131	680	2	15	22	0	73	28	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	47,083	0	47,083	
Fiji	11	116	0	7	3,999	110	0	0	216	160	0	34	1	0	0	0	0	0	0	0	0	23	1	0	12	7	0	79	0	2	0	0	0	0	0	0	3	39	1	17	3	0	0	3	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	3	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4,881	0	4,881	
Kiribati	12	56	0	0	143	3	0	0	10	295	0	8	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	5	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581	0	581	
Marshall Islands	11	3	0	0	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	47	
Micronesia, Federated States of	10	6	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	24	
Nauru	1	39	0	1	90	0	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	154	
New Zealand	31	1,079	2	39	3,551	140	0	0	19	834	0	821	0	0	1	1	9	0	0	55	0	701	21	0	12	89	0	70	1	157	0	0	102	34	4	78	119	2,023	89	109	3	0	0	364	315	48	0	0	0	1	0	0	0	0	0	0	0	172	83	34	125	0	8	6	0	42	10	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	11,405	0	11,405	
Palau	3	4	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	32	
Papua New Guinea	20	126	0	28	555	1	0	0	44	0	0	55	0	0	6	0	0	0	0	1	0	65	3	0	7	16	0	7	2	0	0	0	0	0	0	0	1	36	1	0	0	0	0	1	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	993	0	993	
Samoa	9	34	0	27	641	129	0	0	7	59	0	28	0	0	0	0	0	0	0	0	0	9	0	0	10	5	0	3	1	0	0	0	0	0	0	0	0	34	0	2	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,029	0	1,029	
Solomon Islands	5	40	0	0	246	0	0	0	7	11	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	7	0	8	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	340	
Tonga	13	97	3	3	2,051	137	0	0	2	8	0	8	0	1	0	0	0	0	0	0	0	16	0	0	0	2	0	6	0	0	0	0	0	0	0	1	1	68	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,470	0	2,470	
Tuvalu	7	29	0	0	35	0	0	0	0	10	0	15	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	107	
Vanuatu	2	42	0	0	71	0	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	4	12	0	2	0	0	0	0	0	0	0	0	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	154	
																																																																																							
Totals for Oceania	276	6,332	9	213	24,288	552	0	0	351	3,620	0	1,275	4	1	12	20	415	0	5,609	3,606	2,026	3,403	95	0	77	215	0	428	4	571	0	0	125	70	9	312	442	7,672	344	565	23	2	0	1,728	1,722	233	19	0	0	1	0	0	0	0	0	0	0	965	353	165	807	2	37	31	0	206	44	0	0	0	0	19	0	0	0	0	0	0	1	0	1	0	0	69,300	0	69,300	
																																																																																						
South America																																																																																							
Argentina	89	856	1	170	295,326	31	0	0	69	997	0	144	1	3	1	39	683	0	0	4	0	1,482	101	0	45	114	1	316	5	336	0	0	4	43	5	174	249	4,393	212	118	9	0	0	695	762	53	0	0	0	0	0	0	0	0	0	0	0	226	109	114	328	0	166	83	0	41	23	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	308,633	0	308,633	
Bolivia	49	73	1	70	26,534	26	0	0	66	59	0	29	0	0	0	0	1	0	0	0	0	529	26	0	23	57	0	216	8	60	0	0	1	0	1	20	29	328	14	62	20	0	0	28	23	10	2	0	0	0	0	0	0	0	0	2	0	6	0	3	8	0	39	3	0	7	2	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	28,441	0	28,441	
Brazil	211	2,676	24	2,540	450,166	158	0	0	97	2,734	0	2,382	0	0	6	12	266	0	0	8	0	10,978	2,889	0	90	272	1	840	21	1,253	0	0	22	90	34	809	484	9,216	1,289	655	76	2	1	4,150	5,322	251	36	0	0	1	0	0	0	0	0	0	1	1,162	150	412	1,192	0	82	115	152	170	101	0	0	0	0	27	0	0	3	0	0	0	4	2	6	1	0	503,642	0	503,642	
Chile	38	1,927	1	263	3,577	11	0	0	9	1,035	0	395	0	0	0	31	116	0	0	0	0	1,818	420	0	26	81	0	107	3	136	609	0	20	54	1	516	137	1,881	324	63	8	0	0	163	296	26	0	0	0	0	0	0	0	0	0	0	0	59	12	35	61	0	3	11	0	29	9	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	14,322	0	14,322	
Colombia	104	3,071	7	602	374,398	48	0	0	205	1,708	3	15	0	0	0	67	465	0	0	2	0	4,994	324	0	111	60	0	312	33	633	0	0	1	42	9	314	183	5,035	302	1,195	393	1	0	486	581	319	1	0	0	0	0	0	0	0	0	0	0	155	131	74	450	0	79	23	1	108	15	0	0	0	0	21	0	0	0	0	0	0	2	0	3	0	0	397,086	0	397,086	
Ecuador	80	240	2	277	150,163	21	0	0	293	260	0	23	0	0	6	1	62	0	0	3	0	1,681	95	0	14	23	0	119	12	127	0	0	8	13	3	59	55	1,810	64	228	67	2	0	93	126	105	1	0	0	1	0	0	0	0	0	0	0	20	1	7	21	0	21	1	0	18	7	0	0	0	0	5	0	0	2	2	0	0	7	5	73	0	0	156,327	0	156,327	
Guyana	29	91	0	8	50,706	31	0	0	84	226	0	98	0	0	0	0	1	0	0	0	0	117	4	0	2	1	0	27	0	7	0	0	0	0	0	3	11	42	3	89	19	0	0	1	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	51,646	0	51,646	
Paraguay	26	195	3	187	10,860	0	0	0	8	28	0	107	0	0	0	4	2	0	0	0	0	283	14	0	10	58	0	37	14	16	0	0	0	0	0	11	27	509	11	22	1	0	0	7	14	5	0	0	0	0	0	0	0	0	0	0	0	4	1	5	9	0	0	1	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12,491	0	12,491	
Peru	89	983	8	1,085	79,927	424	0	0	308	1,584	0	135	0	0	0	2	14	0	0	0	0	1,737	88	0	32	22	0	238	59	232	0	0	874	20	3	88	91	5,815	61	423	78	0	0	131	118	92	2	0	0	0	0	0	0	0	0	0	0	32	1	13	79	3	267	2	5	47	5	0	0	0	0	9	0	0	3	0	0	0	5	3	15	0	0	95,252	0	95,252	
Suriname	27	70	0	0	4,162	0	0	0	2	18	0	33	0	0	0	3	1	0	0	0	0	44	2	0	4	20	0	11	0	5	0	0	0	0	0	2	0	29	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4,454	0	4,454	
Uruguay	22	174	1	57	27,939	3	0	0	15	123	0	4	1	0	0	0	12	0	0	1	0	201	15	0	32	12	0	81	5	40	0	0	38	1	0	13	31	257	37	16	4	0	0	62	62	4	0	0	0	0	0	0	0	0	0	0	0	25	5	10	6	0	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29,315	0	29,315	
Venezuela	16	17	1	962	144,283	86	0	0	125	567	0	1	0	0	8	3	458	0	0	0	0	3,636	503	0	16	350	0	161	3	494	0	0	0	0	1	286	83	464	115	164	33	0	0	718	1,129	69	4	0	0	0	0	0	0	0	0	2	1	190	77	193	884	0	9	175	0	33	21	0	0	0	0	19	0	0	0	0	0	0	0	0	1	0	0	156,361	0	156,361	
																																																																																							
Totals for South America	780	10,373	49	6,221	1,618,041	839	0	0	1,281	9,339	3	3,366	2	3	21	162	2,081	0	0	18	0	27,500	4,481	0	405	1,070	2	2,465	163	3,339	609	0	968	263	57	2,295	1,380	29,779	2,432	3,041	708	5	1	6,534	8,439	959	46	0	0	2	0	0	0	0	0	4	2	1,880	487	866	3,054	3	669	416	158	472	188	0	0	0	0	109	0	0	8	2	0	0	18	10	101	1	0	1,757,970	0	1,757,970	
																																																																																						
Unknown																																																																																							
No Nationality	0	4	1	22	2,674	9	0	0	4	511	0	0	2	0	0	0	2	0	0	0	0	144	13	0	1	1	0	0	0	4	0	0	0	0	0	10	3	25	3	31	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	8	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3,485	0	3,485	
United Nations Laissez-Passer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	153	
Totals for Unknown	0	4	1	22	2,674	9	0	0	4	511	0	0	2	0	0	0	2	0	0	0	0	144	13	0	1	1	0	153	0	4	0	0	0	0	0	10	3	25	3	31	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	8	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3,638	0	3,638	
																																																																																						
Grand Totals	10,754	101,778	1,049	40,105	6,881,797	43,564	1,060,390	46,333	11,992	295,140	15	9,073	8,093	879	6,322	8,085	44,243	67	5,609	4,299	2,026	471,728	30,486	0	5,168	15,906	386	22,756	598	180,057	1,294	0	134,368	84,627	1,435	131,051	14,536	339,712	40,408	38,403	5,727	102	20	79,306	85,872	10,305	389	0	10	5,588	2	168	42	525	1	16	5	15,918	7,417	4,836	24,858	72	9,580	1,185	2,025	4,764	1,660	0	0	1	14,768	9,762	0	89	310	26	40	7	146	113	1,204	40	60	10,381,491	0	10,381,491	
																										
																										
																										
																				
																									
											
											
											

											
																																													
																																													
																																													

																																													
