Fiscal Year 2017	A-1	A-2	A-3	B-1	B-1,2	B-2	B-1,2/BCC	B-1,2/BCV	C-1	C-1/D	C-2	C-3	CW-1	CW-2	D	E-1	E-2	E-2C	E-3	E-3D	E-3R	F-1	F-2	F-3	G-1	G-2	G-3	G-4	G-5	H-1B	H-1B1	H-1C	H-2A	H-2B	H-3	H-4	I	J-1	J-2	K-1	K-2	K-3	K-4	L-1	L-2	M-1	M-2	M-3	NATO-1	NATO-2	NATO-3	NATO-4	NATO-5	NATO-6	NATO-7	N-8	N-9	O-1	O-2	O-3	P-1	P-2	P-3	P-4	Q-1	R-1	R-2	S-5	S-6	S-7	TN	TD	T-1	T-2	T-3	T-4	T-5	T-6	U-1	U-2	U-3	U-4	U-5	Total Visas	BCC	Grand Total	
Ukraine	50	504	1	708	45,709	1,409	0	0	22	12,277	0	2	1	0	1	1	115	0	0	4	0	973	78	0	12	80	1	131	3	256	0	0	204	295	3	306	73	4,328	123	752	205	0	0	508	549	25	0	0	0	0	0	0	0	0	0	0	0	133	13	62	527	1	101	21	0	38	25	0	0	0	0	17	0	0	0	0	0	0	1	1	1	0	0	70,650	0	70,650	
Uzbekistan	17	184	2	14	9,738	8	0	0	4	322	0	0	0	0	0	0	1	0	0	0	0	428	105	0	13	154	0	79	2	24	0	0	0	0	0	17	5	728	22	47	12	0	0	26	56	1	0	0	0	0	0	0	0	0	0	0	0	4	0	5	12	0	6	3	0	2	8	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	12,052	0	12,052	
Vatican City	2	8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	20	
																																																																																							
Totals for Europe	2,204	19,206	66	9,501	676,308	4,922	0	0	535	94,050	0	296	37	2	248	2,435	17,532	5	0	259	0	57,438	2,128	0	1,335	3,772	240	6,901	58	9,543	0	0	647	2,501	326	3,842	6,965	162,148	7,706	5,846	575	1	0	23,765	19,353	2,359	103	0	7	5,178	0	212	21	539	2	0	0	9,566	4,209	2,425	11,234	105	2,374	394	1,100	842	390	0	0	0	0	181	0	0	0	0	0	0	7	2	2	0	1	1,183,949	0	1,183,949	
																																																																																							
North America																																																																																							
Antigua and Barbuda	1	29	0	1	1,966	419	0	0	1	13	0	13	0	0	0	0	0	0	0	0	0	61	0	0	1	1	0	3	0	8	0	0	0	2	0	3	2	16	0	5	0	0	0	4	4	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,575	0	2,575	
Bahamas, The	73	129	0	8	12,265	6	0	0	9	94	0	60	0	0	0	0	1	0	0	0	0	1,010	24	0	10	5	0	12	0	99	0	0	0	0	0	16	0	47	7	15	0	0	0	18	11	58	1	0	0	0	0	0	0	0	0	0	0	6	0	0	28	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14,017	0	14,017	
Barbados	10	84	0	5	8,291	1,868	0	0	13	54	0	30	0	0	0	0	0	0	0	0	0	121	3	0	5	4	0	37	0	19	0	0	0	3	0	2	2	36	4	5	0	0	0	7	6	3	0	0	0	0	0	0	0	0	0	0	0	7	3	1	36	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10,665	0	10,665	
Belize	12	146	0	2	3,291	0	0	0	115	41	0	70	0	0	0	0	0	0	0	0	0	129	2	0	1	1	0	7	0	15	0	0	19	287	0	7	1	43	2	11	2	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4,224	0	4,224	
Canada	184	92	0	41	389	25	0	0	0	16	0	2	1	0	1	677	2,854	0	0	76	0	304	23	0	41	24	0	540	2	109	0	0	5	2	1	143	50	208	57	855	37	0	0	138	265	25	2	0	0	596	0	2	0	6	0	0	0	48	18	21	44	0	5	2	1	24	7	0	0	0	126	34	0	0	0	0	0	0	0	0	0	0	0	8,123	0	8,123	
Costa Rica	24	292	2	16	75,529	1	0	0	47	347	0	121	0	0	0	2	6	0	0	1	0	503	28	0	10	21	0	121	0	88	0	0	116	233	0	39	14	700	35	103	39	0	0	325	297	19	0	0	0	0	0	0	0	0	0	2	0	18	4	11	11	0	0	7	1	18	6	0	0	0	0	11	0	0	0	0	0	0	0	0	3	0	0	79,171	0	79,171	
Cuba	113	185	0	2,620	1,803	9,553	0	0	15	13	0	0	0	0	0	0	1	0	0	0	0	40	7	0	109	89	0	34	0	8	0	0	0	0	3	2	22	102	25	271	55	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	26	34	3	497	0	665	7	12	4	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	16,335	0	16,335	
Dominica	1	19	0	4	1,304	172	0	0	2	27	0	4	0	0	0	0	0	0	0	0	0	142	2	0	0	2	0	4	1	6	0	0	0	0	0	0	0	7	0	14	2	0	0	4	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,743	0	1,743	
Dominican Republic	56	483	5	413	194,557	55	0	0	73	341	0	38	0	0	13	1	10	0	0	0	0	810	13	0	19	36	0	82	9	92	0	0	33	124	0	31	152	3,751	21	1,563	476	0	0	71	109	12	4	0	0	0	0	0	0	0	0	0	0	40	63	7	1,195	0	14	123	1	27	14	0	0	0	0	3	0	0	0	0	0	0	1	0	31	0	0	204,972	0	204,972	
El Salvador	50	571	2	486	39,909	53	0	0	139	227	0	244	0	0	0	0	4	0	0	1	0	479	22	0	28	67	1	85	8	54	0	0	176	626	2	23	33	285	21	299	75	1	1	35	51	4	0	0	0	0	0	0	0	0	0	0	0	7	0	4	119	0	0	0	1	28	3	0	0	0	0	5	0	0	16	0	3	2	4	8	155	3	8	44,428	0	44,428	
Grenada	0	30	0	0	1,594	304	0	0	6	56	0	39	0	0	0	0	1	0	0	0	0	48	2	0	1	1	0	9	0	15	0	0	0	1	0	2	0	36	2	12	3	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	6	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,185	0	2,185	
Guatemala	86	451	6	130	41,055	2	0	0	22	123	0	155	0	0	1	0	6	0	0	0	0	456	23	0	6	14	0	54	6	49	0	0	3,451	3,808	0	28	26	238	27	155	32	1	0	61	53	24	0	0	0	0	0	0	0	0	0	0	0	13	2	4	75	0	24	6	2	24	15	0	0	0	0	1	0	2	23	2	2	0	16	12	196	3	2	50,973	0	50,973	
Haiti	95	272	2	5	28,755	2	0	0	141	138	0	218	0	0	0	0	0	0	0	0	0	310	15	0	21	36	0	58	4	10	0	0	64	1	0	6	49	195	8	878	216	0	0	2	0	5	1	0	0	0	0	0	0	0	0	0	0	3	0	0	22	0	224	0	0	10	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	31,770	0	31,770	
Honduras	56	426	5	137	54,753	137	0	0	107	1,269	0	28	0	0	3	13	29	0	0	0	0	708	32	0	9	14	0	67	4	71	0	0	415	889	0	24	35	270	21	254	77	0	0	37	39	10	0	0	0	0	0	0	0	0	0	0	0	3	0	4	93	1	4	6	0	19	10	0	0	0	0	4	0	2	23	1	1	2	7	4	181	2	3	60,309	0	60,309	
Jamaica	22	155	0	126	65,119	32	0	0	50	1,166	0	153	0	0	0	0	31	0	0	1	0	855	45	0	3	20	0	65	1	122	0	0	4,845	7,728	2	66	17	7,495	387	368	85	0	0	20	15	27	1	0	0	0	0	0	0	0	0	0	0	46	188	7	113	1	113	5	0	18	9	0	0	0	0	2	0	0	8	0	0	0	0	0	6	0	0	89,538	0	89,538	
Mexico	566	3,691	17	4,129	14,965	438	1,030,460	43,455	160	3,355	0	2	0	0	9	1,041	2,438	0	0	14	0	7,629	487	0	135	78	0	956	18	2,322	0	0	147,272	64,305	155	2,066	820	8,945	406	1,657	357	0	0	5,036	6,091	204	28	0	0	3	0	0	0	0	0	0	0	571	777	164	3,862	1	287	167	158	461	94	0	0	0	15,993	8,813	0	13	58	7	10	5	71	44	429	27	22	1,385,744	0	1,385,744	
Nicaragua	35	95	1	177	15,952	558	0	0	350	525	0	82	0	0	0	0	1	0	0	1	0	173	5	0	3	7	0	79	10	24	0	0	445	111	0	11	45	173	9	163	27	1	0	10	7	1	0	0	0	0	0	0	0	0	0	0	0	4	0	4	59	0	10	1	0	9	3	0	0	0	0	2	0	2	9	0	0	0	0	0	16	0	1	19,201	0	19,201	
Panama	12	577	2	90	27,478	6	0	0	22	1,086	0	28	0	0	1	1	17	0	0	1	0	1,347	8	0	6	23	0	36	4	31	0	0	0	63	0	9	26	522	11	39	8	0	0	25	39	65	0	0	0	0	0	0	0	0	0	0	0	14	11	2	48	0	0	10	0	6	4	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	31,681	0	31,681	
Saint Kitts and Nevis	4	25	0	0	1,457	259	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	67	4	0	1	1	0	7	0	5	0	0	0	0	0	2	0	5	0	5	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,860	0	1,860	
Saint Lucia	7	18	0	14	2,635	500	0	0	5	105	0	13	0	0	0	0	0	0	0	0	0	84	3	0	1	2	0	6	0	13	0	0	0	0	0	1	0	22	1	13	0	0	0	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3,457	0	3,457	
Saint Vincent and the Grenadines	1	33	0	125	1,523	232	0	0	0	259	0	4	0	0	0	0	0	0	0	0	0	28	0	0	2	4	0	3	0	10	0	0	0	0	0	1	0	13	0	7	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,265	0	2,265	
Trinidad and Tobago	46	146	2	197	25,808	18	0	0	68	212	0	42	0	0	0	0	43	0	0	1	0	449	11	0	2	14	0	121	1	90	0	0	0	0	1	17	5	158	22	65	10	0	0	142	88	29	0	0	0	0	0	0	0	0	0	0	0	12	18	6	126	0	152	3	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	28,140	0	28,140	
																																																																																							
Totals for North America	1,454	7,949	44	8,726	620,398	14,640	1,030,460	43,455	1,349	9,467	0	1,350	1	0	28	1,735	5,442	0	0	96	0	15,753	759	0	414	464	1	2,386	68	3,260	0	0	156,841	78,183	164	2,499	1,299	23,267	1,066	6,757	1,511	3	1	5,947	7,087	511	37	0	0	599	0	2	0	6	0	2	0	826	1,121	251	6,370	3	1,511	337	176	663	183	0	0	0	16,119	8,880	0	20	141	10	16	9	99	68	1,021	35	36	2,093,376	0	2,093,376	
Oceania																																																																																							
Australia	115	4,481	2	114	13,230	29	0	0	27	2,600	0	324	1	0	3	12	320	0	5,657	3,335	2,306	2,476	65	0	17	76	0	285	0	384	0	0	32	38	6	190	340	5,318	295	325	15	0	0	1,409	1,370	195	26	0	0	1	0	0	0	1	0	0	0	843	311	134	596	4	18	32	0	72	17	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	47,454	0	47,454	
Fiji	7	137	1	12	3,097	199	0	0	237	95	0	24	1	0	0	0	0	0	0	2	0	21	0	0	6	6	0	48	2	3	0	0	0	31	0	0	2	29	1	19	2	0	0	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4,000	0	4,000	
Kiribati	10	59	0	0	108	3	0	0	17	249	0	26	0	0	0	0	0	0	0	0	0	4	0	0	2	6	0	10	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	512	
Marshall Islands	7	0	0	2	17	1	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	50	
Micronesia, Federated States of	4	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	22	
Nauru	7	23	0	0	49	0	0	0	3	29	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	127	
New Zealand	34	901	4	60	2,947	25	0	0	13	705	0	683	0	0	0	3	20	0	0	72	0	689	24	0	9	44	0	80	0	130	0	0	96	29	4	47	75	2,018	71	99	3	0	0	339	282	32	5	0	0	1	0	0	0	0	0	0	0	202	59	50	102	2	21	2	0	20	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	10,007	0	10,007	
Palau	5	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	21	
Papua New Guinea	18	96	0	27	461	10	0	0	33	0	0	15	0	0	3	0	0	0	0	0	0	79	3	0	15	26	0	16	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	843	0	843	
Samoa	3	33	0	16	622	34	0	0	34	103	0	23	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	33	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	926	0	926	
Solomon Islands	6	28	0	2	111	1	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	176	
Tonga	4	71	7	2	1,474	105	0	0	4	6	0	9	0	0	0	0	0	0	0	0	0	13	0	0	8	0	0	2	2	0	0	0	0	0	0	0	0	50	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,785	0	1,785	
Tuvalu	13	28	0	0	11	0	0	0	2	16	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	83	
Vanuatu	6	36	0	0	64	2	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	136	
																																																																																							
Totals for Oceania	239	5,907	14	235	22,197	409	0	0	393	3,803	0	1,121	2	0	6	15	340	0	5,657	3,409	2,306	3,292	92	0	65	178	0	460	4	517	0	0	128	98	10	237	418	7,523	371	451	20	0	0	1,749	1,655	236	33	0	0	3	0	0	0	1	0	0	0	1,045	371	184	698	6	58	36	0	117	24	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	66,142	0	66,142	
South America																																																																																							
Argentina	38	1,297	2	146	353,555	22	0	0	33	875	0	129	0	0	0	47	566	0	0	5	0	1,489	106	0	31	77	2	420	8	255	0	0	3	34	7	136	110	4,656	217	88	6	0	0	694	822	55	2	0	0	0	0	0	0	0	0	0	0	216	68	77	378	1	172	91	0	38	8	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	366,992	0	366,992	
Bolivia	55	85	1	125	25,108	4	0	0	161	72	0	21	0	0	1	2	4	0	0	0	0	518	9	0	21	54	0	203	13	45	0	0	0	0	0	14	6	367	15	32	8	0	0	28	31	13	0	0	0	0	0	0	0	0	0	0	0	7	4	5	6	0	23	0	0	16	1	0	0	0	0	2	0	0	0	0	0	0	0	1	10	0	0	27,091	0	27,091	
Brazil	224	2,617	12	2,696	520,589	95	0	0	244	3,321	0	1,980	0	0	1	13	286	0	0	16	0	12,178	3,594	0	92	302	0	682	24	1,113	0	0	26	108	36	737	331	11,436	1,478	860	112	0	0	4,390	5,618	229	39	0	0	2	0	0	0	0	0	1	0	1,373	218	517	1,009	0	27	144	109	172	106	0	0	0	0	35	0	0	0	0	0	0	2	4	11	1	0	579,210	0	579,210	
Chile	30	1,307	0	273	2,733	10	0	0	2	832	0	215	0	0	0	25	172	0	0	2	0	1,743	370	0	17	85	1	84	5	137	632	0	22	16	0	568	62	1,697	315	84	10	0	0	176	321	30	0	0	0	0	0	0	0	0	0	0	0	65	8	40	53	0	13	7	0	13	6	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	12,192	0	12,192	
Colombia	126	2,684	7	564	333,433	39	0	0	152	2,054	0	15	0	0	0	96	420	0	0	8	0	4,689	300	0	88	36	1	360	38	524	0	0	1	79	9	197	102	5,856	384	909	292	0	0	496	559	233	2	0	0	0	0	0	0	0	0	0	0	195	127	72	377	0	50	19	2	118	27	0	0	0	0	29	0	1	3	1	0	1	0	1	1	0	0	355,777	0	355,777	
Ecuador	111	498	5	312	168,103	13	0	0	223	245	0	27	0	0	1	1	107	0	0	0	0	1,533	80	0	32	56	0	110	11	128	0	0	4	16	1	37	25	2,289	61	206	52	0	0	84	104	69	5	0	0	0	0	0	0	0	0	0	0	23	2	12	10	0	21	6	0	23	7	0	0	0	0	7	0	0	0	0	0	0	2	7	85	1	2	174,757	0	174,757	
Guyana	11	63	0	10	24,695	35	0	0	59	254	0	75	0	0	0	0	0	0	0	0	0	118	2	0	6	3	0	24	0	8	0	0	0	0	0	1	10	34	3	59	25	0	0	1	3	14	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25,530	0	25,530	
Paraguay	24	175	2	180	10,044	0	0	0	25	20	0	99	0	0	0	1	7	0	0	0	0	311	21	0	27	77	1	59	11	22	0	0	0	0	0	7	7	499	20	19	3	0	0	5	16	5	0	0	0	0	0	0	0	0	0	0	0	3	0	2	18	0	0	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11,716	0	11,716	
Peru	98	736	9	1,007	82,485	21	0	0	367	1,846	0	88	0	0	0	0	9	0	0	5	0	1,573	94	0	56	47	0	253	70	203	0	0	942	29	2	62	50	6,654	59	382	88	0	0	146	152	69	0	0	0	0	0	0	0	0	0	0	0	39	5	19	40	0	194	7	7	48	13	0	0	0	0	9	0	2	6	0	0	0	2	1	19	0	0	98,013	0	98,013	
Suriname	33	117	0	0	4,565	5	0	0	1	16	0	108	0	0	0	3	5	0	0	0	0	22	0	0	14	34	0	25	0	5	0	0	0	0	0	1	1	33	2	2	0	0	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,001	0	5,001	
Uruguay	14	157	0	26	24,806	0	0	0	20	58	0	11	1	0	0	1	13	0	0	0	0	190	12	0	19	10	0	127	2	28	0	0	45	0	0	13	19	222	30	14	2	0	0	47	34	8	0	0	0	0	0	0	0	0	0	0	0	18	3	4	32	0	0	4	0	6	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	26,001	0	26,001	
Venezuela	20	20	0	643	47,087	50	0	0	78	486	0	1	0	0	5	2	353	0	0	1	0	2,670	360	0	11	292	0	131	2	345	0	0	0	0	2	178	69	439	106	229	45	1	3	597	801	29	3	0	0	0	0	0	0	0	0	0	0	210	130	192	797	2	27	213	0	58	17	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	56,720	0	56,720	
																																																																																							
Totals for South America	784	9,756	38	5,982	1,597,203	294	0	0	1,365	10,079	0	2,769	1	0	8	191	1,942	0	0	37	0	27,034	4,948	0	414	1,073	5	2,478	184	2,813	632	0	1,043	282	57	1,951	792	34,182	2,690	2,884	643	1	3	6,665	8,462	760	51	0	0	2	0	0	0	0	0	1	0	2,152	565	940	2,729	3	528	493	118	496	193	0	0	0	0	118	0	3	9	1	0	1	8	14	126	2	2	1,739,000	0	1,739,000	
Unknown																																																																																							
No Nationality	0	3	1	10	2,199	10	0	0	2	427	0	0	1	0	0	0	0	0	0	0	0	78	9	0	1	1	0	0	0	2	0	0	0	0	1	3	5	21	1	39	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,836	0	2,836	
United Nations Laissez-Passer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	146	
Totals for Unknown	0	3	1	10	2,199	10	0	0	2	427	0	0	1	0	0	0	0	0	0	0	0	78	9	0	1	1	0	146	0	2	0	0	0	0	1	3	5	21	1	39	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,982	0	2,982	
Grand Totals	10,033	98,849	1,031	39,712	6,276,851	42,037	1,030,460	43,455	11,061	293,285	12	8,262	6,198	648	7,202	7,063	43,673	106	5,657	4,169	2,306	393,573	27,435	0	5,131	15,380	292	23,930	583	179,049	1,391	0	161,583	83,600	1,232	136,393	14,126	343,811	39,354	34,797	5,388	15	8	78,178	85,254	9,587	395	0	7	5,797	0	214	21	547	2	9	0	17,011	8,053	4,974	24,932	120	9,745	1,399	1,935	4,942	1,889	0	0	0	16,119	9,612	0	76	339	17	23	18	129	122	1,226	40	40	9,681,913	0	9,681,913	
